                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                 1.0813,                0.86697,                 1.2393,                0.72524,                0.68103,                 0.7041,                0.37722,                 1.6776,                0.95569,                 1.6991,              0.0084952,              0.0084952,              0.0084952
                    155,                 1.0906,                0.87707,                 1.2479,                0.72449,                0.68134,                0.70381,                0.37732,                 1.6775,                0.95332,                    1.7,              0.0084853,              0.0084853,              0.0084853
                    156,                 1.0927,                0.87207,                 1.2418,                0.72688,                0.68126,                 0.7033,                0.37844,                 1.6785,                0.95316,                 1.7003,              0.0084754,              0.0084754,              0.0084754
                    157,                 1.0816,                0.86466,                 1.2429,                0.72925,                0.68358,                0.70406,                0.37807,                 1.6796,                0.95083,                 1.7005,              0.0084655,              0.0084655,              0.0084655
                    158,                  1.085,                0.85549,                 1.2378,                 0.7291,                0.68368,                0.70325,                0.37748,                 1.6799,                0.94891,                 1.7006,              0.0084556,              0.0084556,              0.0084556
                    159,                 1.0874,                  0.866,                 1.2451,                0.72967,                0.68716,                 0.7039,                0.37794,                  1.679,                 0.9493,                 1.7003,              0.0084457,              0.0084457,              0.0084457
                    160,                 1.0883,                0.85796,                  1.245,                0.73292,                0.68898,                0.70408,                0.37741,                 1.6809,                0.94932,                 1.7011,              0.0084358,              0.0084358,              0.0084358
                    161,                  1.087,                 0.8573,                 1.2416,                0.73127,                0.69071,                0.70352,                0.37688,                  1.681,                0.94937,                 1.7014,              0.0084259,              0.0084259,              0.0084259
                    162,                 1.0887,                0.87002,                 1.2473,                0.73173,                0.68909,                0.70352,                0.37746,                 1.6814,                0.94908,                 1.7018,               0.008416,               0.008416,               0.008416
                    163,                 1.0724,                0.84494,                 1.2341,                0.73215,                0.68941,                0.70467,                0.37896,                 1.6813,                0.95008,                 1.7018,              0.0084061,              0.0084061,              0.0084061
                    164,                 1.0671,                0.83204,                 1.2279,                0.73284,                 0.6886,                0.70542,                0.37907,                 1.6828,                0.94976,                 1.7039,              0.0083962,              0.0083962,              0.0083962
                    165,                 1.0728,                0.84626,                 1.2299,                0.73596,                0.68819,                0.70823,                0.37957,                  1.683,                0.94812,                 1.7039,              0.0083863,              0.0083863,              0.0083863
                    166,                 1.0666,                0.85137,                 1.2313,                0.72918,                0.69087,                0.70847,                 0.3798,                  1.684,                0.94909,                 1.7041,              0.0083764,              0.0083764,              0.0083764
                    167,                 1.0766,                0.86426,                 1.2393,                0.73719,                0.69147,                0.70827,                0.38015,                 1.6846,                0.95007,                 1.7045,              0.0083665,              0.0083665,              0.0083665
                    168,                 1.0779,                0.84776,                 1.2306,                0.73813,                0.68922,                0.70834,                0.37945,                 1.6863,                 0.9487,                 1.7057,              0.0083566,              0.0083566,              0.0083566
                    169,                 1.0641,                0.84962,                 1.2295,                 0.7336,                0.69343,                 0.7094,                0.37913,                 1.6865,                0.94521,                 1.7053,              0.0083467,              0.0083467,              0.0083467
                    170,                 1.0648,                 0.8331,                 1.2257,                0.74296,                0.69169,                0.70917,                0.37797,                 1.6866,                0.94478,                 1.7055,              0.0083368,              0.0083368,              0.0083368
                    171,                 1.0651,                 0.8501,                 1.2224,                0.74198,                0.68702,                0.70908,                0.37885,                 1.6875,                0.94337,                 1.7067,              0.0083269,              0.0083269,              0.0083269
                    172,                 1.0613,                0.84438,                 1.2209,                0.73926,                0.68693,                0.70865,                0.37848,                 1.6865,                0.94195,                 1.7063,               0.008317,               0.008317,               0.008317
                    173,                  1.058,                0.83661,                 1.2241,                0.73877,                0.68629,                0.70903,                0.37898,                 1.6876,                0.94115,                 1.7066,              0.0083071,              0.0083071,              0.0083071
                    174,                 1.0568,                0.83414,                 1.2168,                0.73991,                0.68491,                 0.7096,                0.37905,                  1.687,                0.93997,                 1.7066,              0.0082972,              0.0082972,              0.0082972
                    175,                 1.0558,                0.85291,                 1.2213,                0.73712,                0.68749,                0.71037,                0.37913,                 1.6873,                   0.94,                 1.7065,              0.0082873,              0.0082873,              0.0082873
                    176,                  1.064,                0.85238,                 1.2246,                0.72713,                0.70026,                0.70996,                0.37862,                 1.6879,                0.93886,                 1.7062,              0.0082774,              0.0082774,              0.0082774
                    177,                 1.0591,                0.83346,                 1.2233,                0.73654,                0.68828,                0.71066,                0.37827,                 1.6892,                0.93973,                 1.7067,              0.0082675,              0.0082675,              0.0082675
                    178,                 1.0494,                0.82601,                 1.2143,                0.72443,                0.70337,                0.71084,                0.37835,                 1.6891,                0.93915,                 1.7058,              0.0082576,              0.0082576,              0.0082576
                    179,                 1.0632,                0.83418,                 1.2183,                0.72613,                0.70562,                 0.7144,                0.37813,                 1.6882,                0.94014,                 1.7047,              0.0082477,              0.0082477,              0.0082477
                    180,                 1.0557,                0.82641,                 1.2167,                0.72967,                0.70337,                0.71511,                0.37763,                  1.688,                0.93932,                 1.7038,              0.0082378,              0.0082378,              0.0082378
                    181,                 1.0452,                0.82695,                 1.2142,                0.71152,                0.71527,                0.71113,                 0.3787,                 1.6863,                0.93899,                 1.7033,              0.0082279,              0.0082279,              0.0082279
                    182,                 1.0547,                0.83365,                 1.2135,                0.71391,                 0.7147,                0.71143,                0.37856,                  1.686,                0.93847,                 1.7028,               0.008218,               0.008218,               0.008218
                    183,                  1.056,                0.83713,                 1.2183,                0.71418,                0.71319,                0.71074,                0.37856,                 1.6863,                0.93851,                 1.7035,              0.0082081,              0.0082081,              0.0082081
                    184,                 1.0463,                0.82878,                 1.2068,                0.71562,                0.71424,                0.70993,                0.37812,                 1.6881,                0.93848,                 1.7039,              0.0081982,              0.0081982,              0.0081982
                    185,                 1.0436,                0.81915,                 1.2072,                0.71517,                0.71186,                 0.7097,                0.37835,                 1.6891,                0.93925,                 1.7032,              0.0081883,              0.0081883,              0.0081883
                    186,                 1.0526,                0.83148,                  1.217,                0.71487,                0.70866,                 0.7094,                0.37876,                 1.6886,                 0.9388,                 1.7024,              0.0081784,              0.0081784,              0.0081784
                    187,                 1.0461,                0.81845,                 1.2094,                0.71444,                0.70622,                0.70862,                0.37816,                 1.6893,                0.94074,                 1.7029,              0.0081685,              0.0081685,              0.0081685
                    188,                 1.0558,                0.83175,                 1.2207,                  0.714,                0.70616,                0.70875,                0.37795,                 1.6898,                0.94191,                 1.7033,              0.0081586,              0.0081586,              0.0081586
                    189,                  1.049,                 0.8231,                 1.2214,                0.71597,                0.70054,                0.70755,                0.37752,                  1.689,                0.94081,                 1.7034,              0.0081487,              0.0081487,              0.0081487
                    190,                 1.0406,                0.81912,                 1.2091,                0.76243,                0.65438,                0.70715,                0.37793,                 1.6892,                0.94093,                 1.7034,              0.0081388,              0.0081388,              0.0081388
                    191,                 1.0528,                0.82488,                 1.2235,                0.76221,                0.65439,                0.70684,                0.37755,                 1.6896,                0.93961,                 1.7046,              0.0081289,              0.0081289,              0.0081289
                    192,                 1.0403,                0.80535,                 1.2087,                0.76732,                0.65313,                0.70698,                  0.378,                 1.6901,                0.93928,                 1.7057,               0.008119,               0.008119,               0.008119
                    193,                 1.0588,                0.82172,                  1.211,                0.76096,                0.65744,                0.70636,                 0.3785,                 1.6905,                0.93836,                 1.7063,              0.0081091,              0.0081091,              0.0081091
                    194,                 1.0553,                0.82621,                  1.212,                0.76109,                0.65744,                0.70591,                0.37823,                 1.6881,                0.93876,                 1.7033,              0.0080992,              0.0080992,              0.0080992
                    195,                 1.0528,                0.81959,                 1.2108,                0.75309,                0.66194,                0.70555,                0.37844,                 1.6882,                 0.9397,                 1.7037,              0.0080893,              0.0080893,              0.0080893
                    196,                 1.0504,                0.81936,                 1.2065,                0.75825,                0.65969,                 0.7054,                0.37863,                 1.6901,                0.93858,                 1.7069,              0.0080794,              0.0080794,              0.0080794
                    197,                 1.0312,                0.82744,                  1.202,                0.75474,                0.66953,                0.70678,                0.37808,                 1.6881,                0.93733,                 1.7045,              0.0080695,              0.0080695,              0.0080695
                    198,                 1.0471,                0.81377,                 1.2087,                0.75778,                0.66798,                0.70654,                0.37805,                 1.6873,                0.93835,                  1.704,              0.0080596,              0.0080596,              0.0080596
                    199,                  1.029,                0.80773,                  1.199,                0.75848,                0.66438,                0.70623,                0.37776,                 1.6881,                0.93952,                 1.7048,              0.0080497,              0.0080497,              0.0080497
                    200,                 1.0397,                0.80807,                 1.2096,                0.75638,                0.66919,                0.70581,                0.37808,                 1.6884,                0.93982,                 1.7048,              0.0080398,              0.0080398,              0.0080398
                    201,                 1.0224,                0.80471,                 1.1996,                0.75404,                0.67034,                0.70595,                0.37798,                 1.6896,                0.93928,                 1.7055,              0.0080299,              0.0080299,              0.0080299
                    202,                 1.0314,                0.80932,                 1.2098,                0.75306,                0.67125,                0.70581,                0.37872,                 1.6897,                 0.9389,                 1.7056,                0.00802,                0.00802,                0.00802
                    203,                 1.0311,                0.80396,                 1.1946,                0.75359,                0.67243,                0.70556,                0.37912,                 1.6887,                0.93727,                  1.705,              0.0080101,              0.0080101,              0.0080101
                    204,                 1.0276,                0.80358,                  1.197,                 0.7532,                0.67235,                0.70554,                0.37949,                 1.6886,                0.93903,                 1.7052,              0.0080002,              0.0080002,              0.0080002
                    205,                 1.0305,                0.81379,                 1.2041,                0.75359,                0.67213,                0.70645,                0.37951,                 1.6879,                0.93715,                 1.7055,              0.0079903,              0.0079903,              0.0079903
                    206,                 1.0258,                0.81335,                 1.2038,                0.75462,                0.67224,                0.70707,                0.37989,                 1.6883,                0.93634,                 1.7058,              0.0079804,              0.0079804,              0.0079804
                    207,                 1.0232,                0.81324,                 1.1949,                0.75391,                0.67237,                0.70652,                0.37951,                 1.6894,                0.93647,                 1.7071,              0.0079705,              0.0079705,              0.0079705
                    208,                 1.0204,                0.80304,                 1.1978,                0.75146,                0.67506,                0.70696,                0.38005,                 1.6898,                0.93528,                 1.7084,              0.0079606,              0.0079606,              0.0079606
                    209,                 1.0229,                0.79086,                 1.1954,                0.75041,                0.67673,                0.70721,                0.38055,                 1.6899,                0.93446,                 1.7086,              0.0079507,              0.0079507,              0.0079507
                    210,                 1.0183,                0.79241,                 1.1949,                0.74524,                0.67927,                0.70706,                 0.3809,                 1.6911,                0.93291,                 1.7102,              0.0079408,              0.0079408,              0.0079408
                    211,                 1.0314,                0.82127,                 1.1924,                0.74341,                0.67923,                0.70776,                0.38054,                 1.6905,                0.93368,                 1.7083,              0.0079309,              0.0079309,              0.0079309
                    212,                 1.0038,                0.78957,                 1.1794,                0.74347,                0.68452,                0.70768,                0.38143,                 1.6915,                0.93185,                 1.7083,               0.007921,               0.007921,               0.007921
                    213,                 1.0175,                0.80025,                 1.1915,                0.74562,                0.67962,                0.70806,                0.38233,                 1.6915,                0.93088,                 1.7085,              0.0079111,              0.0079111,              0.0079111
                    214,                 1.0213,                0.80764,                 1.1951,                0.74213,                0.68039,                 0.7078,                0.38268,                 1.6916,                0.93157,                 1.7078,              0.0079012,              0.0079012,              0.0079012
                    215,                 1.0252,                0.81032,                 1.1898,                0.74017,                0.68176,                0.70821,                0.38327,                 1.6923,                0.92995,                 1.7089,              0.0078913,              0.0078913,              0.0078913
                    216,                 1.0197,                0.78757,                 1.1827,                 0.7377,                0.68439,                0.70845,                0.38319,                 1.6927,                0.92722,                 1.7094,              0.0078814,              0.0078814,              0.0078814
                    217,                 1.0083,                0.77751,                 1.1847,                0.73613,                0.69297,                0.70835,                0.38334,                 1.6919,                0.92522,                 1.7089,              0.0078715,              0.0078715,              0.0078715
                    218,                 1.0134,                0.77605,                 1.1869,                0.74112,                0.68186,                0.70836,                0.38299,                 1.6923,                  0.926,                 1.7093,              0.0078616,              0.0078616,              0.0078616
                    219,                 1.0128,                0.79874,                 1.1912,                0.74136,                0.68216,                0.70951,                0.38218,                 1.6925,                0.92653,                 1.7097,              0.0078517,              0.0078517,              0.0078517
                    220,                0.99944,                0.78228,                 1.1827,                0.73868,                0.68519,                0.70918,                0.38203,                 1.6926,                0.92465,                 1.7099,              0.0078418,              0.0078418,              0.0078418
                    221,                 1.0084,                0.78591,                 1.1884,                0.75622,                0.66689,                0.71112,                0.38128,                 1.6928,                0.92467,                 1.7099,              0.0078319,              0.0078319,              0.0078319
                    222,                 1.0016,                0.77982,                 1.1904,                0.75528,                0.66689,                0.71241,                0.38271,                 1.6944,                0.92551,                 1.7121,               0.007822,               0.007822,               0.007822
                    223,                 1.0113,                0.79937,                 1.1905,                 0.7538,                0.66689,                0.71214,                0.38232,                 1.6959,                0.92665,                 1.7125,              0.0078121,              0.0078121,              0.0078121
                    224,                 1.0076,                0.77817,                  1.183,                0.75213,                0.66689,                0.71198,                0.38273,                 1.6952,                0.92546,                 1.7114,              0.0078022,              0.0078022,              0.0078022
                    225,                0.99754,                0.77215,                  1.174,                0.75157,                0.66775,                0.71363,                 0.3828,                 1.6954,                0.92651,                 1.7118,              0.0077923,              0.0077923,              0.0077923
                    226,                 1.0102,                0.76974,                 1.1761,                0.74991,                 0.6676,                 0.7129,                0.38283,                 1.6954,                0.92641,                  1.712,              0.0077824,              0.0077824,              0.0077824
                    227,                 1.0152,                0.78776,                 1.1933,                0.75619,                0.66792,                0.71448,                0.38397,                 1.6957,                0.92767,                 1.7125,              0.0077725,              0.0077725,              0.0077725
                    228,                 1.0177,                0.78225,                 1.1834,                0.75485,                0.66736,                0.71486,                 0.3831,                 1.6962,                0.92769,                 1.7125,              0.0077626,              0.0077626,              0.0077626
                    229,                  1.001,                0.79482,                 1.1834,                0.75571,                0.66737,                0.71506,                0.38264,                 1.6962,                0.92973,                 1.7131,              0.0077527,              0.0077527,              0.0077527
                    230,                 1.0075,                0.78941,                 1.1816,                0.75489,                0.66689,                 0.7149,                0.38379,                 1.6963,                0.93175,                  1.713,              0.0077428,              0.0077428,              0.0077428
                    231,                0.99052,                0.76976,                 1.1778,                0.75631,                0.66689,                0.71466,                0.38401,                 1.6963,                0.93269,                 1.7137,              0.0077329,              0.0077329,              0.0077329
                    232,                0.98549,                0.76397,                  1.165,                0.75884,                0.66689,                 0.7149,                0.38336,                  1.696,                0.93235,                 1.7128,               0.007723,               0.007723,               0.007723
                    233,                 1.0038,                0.78187,                 1.1728,                0.76048,                0.66689,                0.71513,                0.38237,                 1.6959,                0.93076,                 1.7126,              0.0077131,              0.0077131,              0.0077131
                    234,                 1.0051,                0.77242,                 1.1679,                0.76205,                0.66689,                0.71456,                0.38249,                 1.6956,                0.93056,                 1.7121,              0.0077032,              0.0077032,              0.0077032
                    235,                0.99814,                0.76634,                 1.1734,                0.76783,                0.66453,                0.71471,                 0.3828,                 1.6945,                0.93091,                  1.712,              0.0076933,              0.0076933,              0.0076933
                    236,                 1.0066,                0.78616,                 1.1832,                0.76936,                0.66586,                0.71461,                0.38192,                 1.6936,                0.93191,                 1.7107,              0.0076834,              0.0076834,              0.0076834
                    237,                0.99716,                0.78428,                  1.174,                0.76366,                0.66689,                0.71463,                0.38225,                 1.6953,                0.92971,                 1.7116,              0.0076735,              0.0076735,              0.0076735
                    238,                0.97896,                0.76409,                 1.1676,                0.75665,                0.66792,                0.71426,                0.38106,                 1.6953,                0.93154,                  1.712,              0.0076636,              0.0076636,              0.0076636
                    239,                0.98871,                0.75512,                 1.1724,                0.75607,                0.66792,                0.71355,                0.38117,                 1.6964,                0.93211,                 1.7126,              0.0076537,              0.0076537,              0.0076537
                    240,                0.99489,                0.76226,                  1.166,                0.75487,                0.66792,                0.71418,                0.38148,                 1.6972,                0.93313,                 1.7126,              0.0076438,              0.0076438,              0.0076438
                    241,                0.98077,                0.76457,                 1.1663,                0.72093,                0.70346,                0.71065,                0.38184,                 1.6966,                0.93364,                 1.7113,              0.0076339,              0.0076339,              0.0076339
                    242,                 1.0034,                0.78854,                 1.1677,                0.71672,                0.70471,                0.71085,                0.38234,                 1.6954,                0.93301,                 1.7103,               0.007624,               0.007624,               0.007624
                    243,                0.99409,                0.78006,                 1.1628,                0.71404,                0.70729,                0.71032,                0.38189,                 1.6947,                0.93056,                 1.7088,              0.0076141,              0.0076141,              0.0076141
                    244,                0.98361,                0.75468,                 1.1578,                0.71591,                0.70723,                0.71189,                0.38237,                 1.6957,                0.93131,                 1.7094,              0.0076042,              0.0076042,              0.0076042
                    245,                0.98759,                0.76987,                 1.1676,                0.71257,                0.70586,                0.71002,                0.38242,                 1.6954,                0.93132,                 1.7089,              0.0075943,              0.0075943,              0.0075943
                    246,                0.98753,                0.77063,                 1.1628,                0.71036,                0.70605,                0.71066,                0.38237,                 1.6968,                0.93232,                 1.7095,              0.0075844,              0.0075844,              0.0075844
                    247,                0.98767,                  0.775,                 1.1646,                0.71108,                0.70954,                0.71021,                0.38286,                 1.6955,                0.93432,                 1.7079,              0.0075745,              0.0075745,              0.0075745
                    248,                0.99658,                0.76322,                  1.165,                0.71204,                0.70879,                 0.7086,                0.38243,                  1.695,                0.93509,                 1.7077,              0.0075646,              0.0075646,              0.0075646
                    249,                0.99622,                0.77944,                 1.1701,                0.71119,                0.70776,                0.70818,                0.38217,                 1.6955,                0.93581,                 1.7085,              0.0075547,              0.0075547,              0.0075547
                    250,                0.98218,                0.76914,                  1.158,                0.71139,                0.71431,                0.70767,                0.38095,                 1.6948,                0.93521,                 1.7073,              0.0075448,              0.0075448,              0.0075448
                    251,                0.98645,                0.77051,                 1.1595,                0.71143,                0.71322,                0.70799,                 0.3812,                 1.6942,                0.93453,                 1.7073,              0.0075349,              0.0075349,              0.0075349
                    252,                0.97777,                0.75306,                 1.1523,                0.70815,                0.71929,                0.70796,                 0.3816,                 1.6948,                0.93555,                 1.7075,               0.007525,               0.007525,               0.007525
                    253,                0.98289,                0.76642,                 1.1622,                0.70704,                0.72005,                 0.7074,                0.38186,                 1.6954,                0.93651,                 1.7071,              0.0075151,              0.0075151,              0.0075151
                    254,                 0.9805,                0.75009,                 1.1525,                0.70674,                0.71665,                0.70668,                0.38165,                 1.6958,                0.93768,                  1.707,              0.0075052,              0.0075052,              0.0075052
                    255,                  0.983,                0.76289,                  1.163,                0.70623,                0.71405,                 0.7063,                0.38043,                 1.6953,                0.93772,                 1.7064,              0.0074953,              0.0074953,              0.0074953
                    256,                0.98288,                0.76028,                 1.1634,                0.70028,                 0.7133,                0.70625,                 0.3801,                 1.6961,                0.93567,                 1.7075,              0.0074854,              0.0074854,              0.0074854
                    257,                0.98129,                0.75574,                 1.1603,                0.71835,                0.69504,                0.70644,                 0.3806,                 1.6956,                0.93786,                 1.7071,              0.0074755,              0.0074755,              0.0074755
                    258,                0.97622,                0.74944,                 1.1478,                0.71904,                0.69505,                0.70632,                0.37912,                 1.6959,                0.93812,                 1.7068,              0.0074656,              0.0074656,              0.0074656
                    259,                 0.9783,                0.75176,                 1.1575,                0.71865,                 0.6942,                0.70546,                0.37917,                 1.6963,                0.93729,                  1.707,              0.0074557,              0.0074557,              0.0074557
                    260,                0.96955,                0.74416,                 1.1595,                 0.7253,                0.68553,                0.70559,                0.37822,                 1.6973,                0.93684,                  1.707,              0.0074458,              0.0074458,              0.0074458
                    261,                0.97674,                0.74986,                  1.154,                0.72383,                0.68452,                0.70474,                0.37781,                 1.6973,                0.93437,                 1.7071,              0.0074359,              0.0074359,              0.0074359
                    262,                0.97741,                0.75838,                  1.167,                0.72647,                0.68514,                0.70417,                0.37725,                 1.6978,                0.93308,                 1.7075,               0.007426,               0.007426,               0.007426
                    263,                 0.9682,                0.73858,                 1.1539,                0.72636,                0.68658,                0.70389,                0.37749,                 1.6985,                0.93279,                 1.7085,              0.0074161,              0.0074161,              0.0074161
                    264,                0.96552,                0.75072,                 1.1558,                0.70664,                0.71028,                0.70564,                0.37671,                 1.6982,                0.93309,                 1.7084,              0.0074062,              0.0074062,              0.0074062
                    265,                0.96437,                0.73422,                 1.1527,                0.70654,                0.71302,                0.70558,                0.37664,                 1.6993,                0.93289,                 1.7099,              0.0073963,              0.0073963,              0.0073963
                    266,                0.97194,                0.76285,                 1.1554,                0.69919,                0.71508,                0.70667,                0.37585,                 1.7002,                0.93409,                 1.7108,              0.0073864,              0.0073864,              0.0073864
                    267,                0.97503,                0.75341,                 1.1564,                 0.6966,                0.71813,                 0.7055,                0.37589,                 1.7033,                0.93239,                 1.7136,              0.0073765,              0.0073765,              0.0073765
                    268,                0.96622,                0.74296,                 1.1486,                0.69704,                0.72066,                0.70296,                0.37602,                 1.7048,                0.93225,                 1.7145,              0.0073666,              0.0073666,              0.0073666
                    269,                0.96522,                0.74017,                 1.1508,                0.69976,                0.72293,                0.70301,                0.37614,                 1.7063,                0.93314,                 1.7156,              0.0073567,              0.0073567,              0.0073567
                    270,                0.96144,                0.75188,                 1.1446,                0.69772,                0.72512,                0.70318,                0.37551,                 1.7061,                0.93238,                 1.7152,              0.0073468,              0.0073468,              0.0073468
                    271,                0.96942,                0.73697,                  1.152,                0.69827,                0.72025,                 0.7035,                0.37579,                 1.7075,                  0.932,                 1.7154,              0.0073369,              0.0073369,              0.0073369
                    272,                0.96873,                0.75109,                 1.1552,                0.69573,                0.71413,                0.70204,                0.37619,                 1.7083,                0.93392,                  1.716,               0.007327,               0.007327,               0.007327
                    273,                0.96974,                0.75018,                 1.1484,                0.69661,                0.71698,                0.70276,                0.37545,                 1.7085,                0.93279,                 1.7173,              0.0073171,              0.0073171,              0.0073171
                    274,                0.97074,                 0.7359,                 1.1472,                0.69673,                0.71806,                0.70256,                0.37527,                 1.7101,                0.93245,                 1.7179,              0.0073072,              0.0073072,              0.0073072
                    275,                0.95937,                0.72972,                 1.1462,                0.69678,                0.71405,                0.70248,                0.37535,                 1.7091,                0.93442,                 1.7183,              0.0072973,              0.0072973,              0.0072973
                    276,                0.95958,                0.73417,                 1.1422,                0.69782,                0.71508,                0.70266,                0.37522,                 1.7067,                0.93566,                 1.7152,              0.0072874,              0.0072874,              0.0072874
                    277,                0.95671,                0.73664,                 1.1407,                0.69727,                0.71412,                0.70256,                0.37589,                 1.7067,                0.93487,                 1.7143,              0.0072775,              0.0072775,              0.0072775
                    278,                0.96354,                0.74354,                 1.1503,                0.69654,                0.71641,                0.70218,                0.37588,                 1.7055,                0.93644,                 1.7144,              0.0072676,              0.0072676,              0.0072676
                    279,                0.95599,                0.73649,                 1.1407,                 0.6958,                0.71733,                0.70194,                0.37664,                 1.7046,                 0.9371,                 1.7143,              0.0072577,              0.0072577,              0.0072577
                    280,                0.96017,                0.74716,                 1.1417,                 0.7494,                 0.6583,                0.70119,                0.37489,                 1.7037,                0.93561,                  1.713,              0.0072478,              0.0072478,              0.0072478
                    281,                0.95974,                 0.7359,                 1.1412,                0.75183,                0.65791,                0.70085,                0.37538,                 1.7036,                0.93509,                 1.7126,              0.0072379,              0.0072379,              0.0072379
                    282,                0.96189,                0.74616,                 1.1389,                0.75175,                0.65803,                0.70114,                0.37605,                 1.7041,                0.93652,                 1.7127,               0.007228,               0.007228,               0.007228
                    283,                 0.9546,                 0.7299,                 1.1373,                0.75019,                0.65621,                0.70068,                0.37595,                 1.7044,                0.93782,                 1.7128,              0.0072181,              0.0072181,              0.0072181
                    284,                0.96253,                0.73244,                 1.1397,                0.75105,                0.65611,                0.69888,                0.37569,                 1.7046,                0.93839,                 1.7122,              0.0072082,              0.0072082,              0.0072082
                    285,                0.96109,                 0.7386,                 1.1383,                0.74831,                0.65747,                0.69809,                0.37559,                 1.7039,                0.94022,                 1.7111,              0.0071983,              0.0071983,              0.0071983
                    286,                0.95885,                0.74006,                  1.136,                0.74628,                0.65552,                0.69849,                0.37449,                  1.704,                0.94212,                 1.7102,              0.0071884,              0.0071884,              0.0071884
                    287,                0.95283,                0.72928,                 1.1385,                0.74523,                0.65461,                 0.6986,                0.37536,                 1.7093,                0.94146,                  1.715,              0.0071785,              0.0071785,              0.0071785
                    288,                0.94906,                0.72506,                 1.1405,                0.74473,                0.65429,                0.69811,                0.37481,                 1.7085,                0.94317,                  1.715,              0.0071686,              0.0071686,              0.0071686
                    289,                0.95667,                0.73653,                 1.1268,                0.74241,                0.65499,                0.69856,                0.37557,                 1.7045,                0.94237,                 1.7099,              0.0071587,              0.0071587,              0.0071587
                    290,                0.95992,                0.73189,                 1.1446,                0.74214,                0.65371,                0.69829,                0.37535,                 1.7079,                0.94446,                 1.7133,              0.0071488,              0.0071488,              0.0071488
                    291,                0.94788,                0.73132,                 1.1357,                0.74378,                0.65335,                0.69855,                0.37573,                 1.7066,                0.94493,                 1.7131,              0.0071389,              0.0071389,              0.0071389
                    292,                0.95606,                0.73338,                  1.138,                0.74347,                0.65042,                0.69738,                0.37537,                 1.7079,                0.94621,                 1.7129,               0.007129,               0.007129,               0.007129
                    293,                0.94048,                0.72603,                 1.1329,                0.74396,                0.64986,                0.69752,                0.37676,                 1.7078,                0.94566,                 1.7129,              0.0071191,              0.0071191,              0.0071191
                    294,                0.94319,                 0.7119,                 1.1304,                0.74161,                0.65245,                0.69782,                0.37694,                  1.708,                  0.945,                 1.7129,              0.0071092,              0.0071092,              0.0071092
                    295,                0.94245,                0.72226,                 1.1251,                0.74382,                0.65317,                0.69662,                0.37696,                 1.7079,                0.94409,                 1.7129,              0.0070993,              0.0070993,              0.0070993
                    296,                0.94053,                0.72453,                 1.1278,                0.74747,                0.65068,                0.69755,                0.37698,                 1.7071,                0.94413,                 1.7115,              0.0070894,              0.0070894,              0.0070894
                    297,                0.94928,                0.72515,                 1.1402,                0.74443,                0.65525,                0.70003,                0.37712,                 1.7078,                0.94385,                 1.7116,              0.0070795,              0.0070795,              0.0070795
                    298,                0.94543,                0.72028,                 1.1352,                0.74687,                0.65125,                0.69988,                0.37627,                 1.7079,                0.94501,                 1.7114,              0.0070696,              0.0070696,              0.0070696
                    299,                0.93786,                   0.72,                 1.1278,                0.74921,                0.65223,                0.70046,                0.37652,                 1.7088,                0.94637,                 1.7122,              0.0070597,              0.0070597,              0.0070597
                    300,                0.94726,                0.72702,                 1.1362,                0.70509,                0.69303,                0.69912,                 0.3757,                 1.7082,                0.94815,                 1.7115,              0.0070498,              0.0070498,              0.0070498
                    301,                0.93718,                0.72202,                 1.1301,                0.70421,                0.69271,                 0.7008,                0.37575,                 1.7089,                0.95025,                  1.713,              0.0070399,              0.0070399,              0.0070399
                    302,                0.93733,                0.72338,                 1.1334,                0.73871,                 0.6593,                0.69951,                0.37465,                 1.7091,                0.95035,                 1.7123,                0.00703,                0.00703,                0.00703
                    303,                0.95709,                 0.7365,                 1.1344,                0.73716,                0.66116,                0.69905,                0.37436,                 1.7098,                0.95209,                 1.7134,              0.0070201,              0.0070201,              0.0070201
                    304,                0.93884,                0.72859,                 1.1317,                0.70008,                0.69378,                0.69934,                0.37423,                 1.7095,                0.95199,                 1.7132,              0.0070102,              0.0070102,              0.0070102
                    305,                0.93878,                0.71537,                 1.1275,                0.73667,                 0.6593,                0.69806,                0.37357,                 1.7117,                0.95418,                 1.7145,              0.0070003,              0.0070003,              0.0070003
                    306,                0.93742,                0.71765,                 1.1242,                0.69338,                0.69935,                0.69734,                0.37392,                  1.712,                0.95367,                 1.7152,              0.0069904,              0.0069904,              0.0069904
                    307,                0.94294,                0.71788,                 1.1337,                 0.7372,                0.65676,                0.69791,                0.37412,                 1.7063,                0.95379,                 1.7092,              0.0069805,              0.0069805,              0.0069805
                    308,                0.93189,                0.71874,                 1.1321,                0.68973,                0.70812,                0.69718,                0.37451,                 1.7072,                 0.9532,                 1.7092,              0.0069706,              0.0069706,              0.0069706
                    309,                0.93421,                0.73174,                 1.1318,                0.73574,                0.65588,                0.69633,                0.37381,                 1.7083,                0.95386,                 1.7112,              0.0069607,              0.0069607,              0.0069607
                    310,                0.94078,                0.71936,                  1.134,                0.73577,                0.65827,                0.69628,                0.37336,                 1.7109,                 0.9535,                 1.7133,              0.0069508,              0.0069508,              0.0069508
